H00001 NP_001005484.1
H09835 NP_001129625.1
H09836 NP_071393.2
H09837 NP_085154.3
H09838 NP_619731.1
H09839 NP_005146.3
H09840 NP_085155.1
H09841 NP_116130.2
H09842 NP_006402.1
H09843 NP_008844.1
H09844 NP_001127.1
H09845 NP_751947.1
H09846 NP_002577.2
H09847 NP_071390.1
H09848 NP_004548.3
H09849 NP_006772.3
H09850 NP_062548.1
H09851 NP_061984.2
H09852 NP_002116.2
H09853 NP_002115.2
H09854 NP_002113.2
H09855 NP_002114.3
H09856 NP_064440.1
H09857 NP_002111.1
H09858 NP_061313.2
H09859 NP_000535.3
H09860 NP_004150.1
H09861 NP_683720.2
H09862 NP_000584.2
H09863 NP_002791.1
H09864 XP_003118602.1
H09865 NP_002109.2
H09866 NP_006111.2
H09867 NP_005095.1
H09868 NP_001106653.1
H09869 NP_002110.1
H09870 NP_291032.2
H09871 NP_002112.3
H09872 NP_542410.2
H09873 NP_542411.2
H09874 NP_542412.2
H09875 NP_001157243.1
H09876 NP_068811.1
H09877 NP_008910.2
H09878 NP_001070984.1
H09879 NP_055049.1
H09880 NP_002922.2
H09881 NP_072047.4
H09882 NP_072045.1
H09883 NP_003773.1
H09884 NP_005443.3
H09885 NP_001157739.1
H09886 NP_001172110.1
H09887 NP_055075.1
H09888 NP_004752.1
H09889 NP_003181.3
H09890 NP_757346.2
H09891 NP_757345.2
H09892 NP_005444.4
H09893 NP_001138810.1
H09894 NP_001135442.1
H09895 NP_001135441.1
H09896 NP_001341.1
H09897 NP_002254.2
H09898 NP_077084.1
H09899 NP_002627.1
H09900 NP_001014433.1
H09901 NP_001014840.1
H09902 NP_057005.1
H09903 NP_001014837.1
H09904 NP_001014838.1
H09905 NP_006763.2
H09906 NP_689948.1
H09907 NP_001179.1
H09908 NP_002215.2
H09909 NP_115716.1
H09910 NP_473452.2
H09911 NP_001136355.1
H09912 NP_851853.1
H09913 NP_001137416.1
H09914 NP_001171627.1
H09915 NP_001035198.1
H09916 NP_002409.1
H09917 NP_000832.1
H09918 NP_665910.1
H09919 NP_002122.1
H09920 NP_665906.1
H09921 NP_665909.1
H09922 NP_665908.1
H09923 NP_665912.1
H09924 NP_001008703.1
H09925 NP_001008704.1
H09926 NP_848603.2
H09927 NP_006694.1
H09928 NP_001005.1
H09929 NP_065855.1
H09930 NP_036523.1
H09931 NP_077270.1
H09932 NP_073595.2
H09933 NP_003084.1
H09934 NP_060224.3
H09935 NP_005634.1
H09936 NP_056060.2
H09937 NP_001087197.1
H09938 NP_061149.1
H09939 NP_689966.2
H09940 NP_003418.2
H09941 NP_071330.3
H09942 NP_001165290.1
H09943 NP_006229.1
H09944 NP_001165289.1
H09945 NP_001165291.1
H09946 NP_803184.1
H09947 NP_068741.1
H09948 NP_009035.3
H09949 NP_003205.2
H09950 NP_003313.3
H09951 NP_004108.1
H09952 NP_001139247.1
H09953 NP_001139248.1
H09954 NP_001139249.1
H09955 NP_659465.2
H09956 NP_997292.2
H09957 NP_001010886.1
H09958 NP_001823.1
H09959 NP_872354.1
H09960 NP_003128.3
H09961 NP_001180405.1
H09962 NP_443193.1
H09963 NP_619732.2
H09964 NP_620581.1
H09965 NP_001306.1
H09966 NP_620583.1
H09967 NP_620582.1
H09968 NP_002745.1
H09969 NP_056510.2
H09970 NP_001139189.2
H09971 NP_001139188.1
H09972 NP_775947.2
H09973 NP_001010903.3
H09974 NP_057219.1
H09975 NP_694535.2
H09976 NP_775833.2
H09977 NP_009202.1
H09978 NP_003008.1
H09979 NP_000380.1
H09980 NP_510867.1
H09981 NP_065990.1
H09982 XP_001718343.1
H09983 NP_057143.1
H09984 NP_689947.2
H09985 NP_699201.2
H09986 NP_055156.1
H09987 NP_775829.2
H09988 NP_002639.1
H09989 NP_660359.2
H09990 NP_001156372.1
H09991 NP_060242.2
H09992 NP_898901.1
H09993 NP_003949.1
H09994 NP_055865.1
H09995 NP_612502.1
H09996 NP_705691.1
H09997 NP_068762.1
H09998 NP_443125.1
H09999 NP_001092742.1
H10000 NP_001165889.1
H10001 NP_689946.2
H10002 NP_006699.2
H10003 NP_001362.2
H10004 XP_001718396.2
H10005 NP_002053.3
H10006 NP_060792.1
H10007 NP_003731.1
H10008 NP_113648.2
H10009 NP_001128583.1
H10010 NP_115491.1
H10011 NP_001128579.1
H10012 NP_001128577.1
H10013 NP_001128578.1
H10014 NP_659464.3
H10015 NP_056160.2
H10016 NP_001068566.1
H10017 NP_005934.2
H10018 XP_003118603.1
H10019 NP_065788.1
H10020 NP_775832.2
H10021 NP_001010873.1
H10022 NP_001153198.1
H10023 NP_006780.1
H10024 NP_659500.1
H10025 NP_002496.1
H10026 NP_068351.1
H10027 NP_835468.1
H10028 NP_061838.1
H10029 NP_079083.2
H10030 NP_937796.1
H10031 NP_061113.1
H10032 NP_004819.2
H10033 NP_001012426.1
H10034 NP_612466.1
H10035 NP_001012427.1
H10036 NP_005577.1
H10037 NP_009093.1
H10038 NP_001161299.1
H10039 NP_002621.1
H10040 NP_001159896.1
H10041 NP_006644.1
H10042 NP_037529.3
H10043 NP_001127965.1
H10044 NP_061031.2
H10045 NP_004266.2
H10046 NP_004044.3
H10047 NP_001751.1
H10048 NP_001129597.1
H10049 NP_001129489.1
H10050 NP_001129598.1
H10051 NP_612639.2
H10052 NP_001157918.1
H10053 NP_000400.2
H10054 NP_002089.4
H10055 NP_060611.2
H10056 NP_277037.1
H10057 NP_056070.1
H10058 NP_001171730.1
H10059 NP_000313.2
H10060 NP_003183.1
H10061 NP_056164.1
H10062 NP_940888.2
H10063 NP_001008739.1
H10064 NP_612153.2
H10065 NP_006577.2
H10066 NP_061833.1
H10067 NP_000278.3
H10068 NP_006236.1
H10069 NP_851307.1
H10070 NP_851308.1
H10071 NP_055438.1
H10072 NP_476502.1
H10073 NP_149103.1
H10074 NP_001161842.1
H10075 NP_055595.2
H10076 NP_057034.2
H10077 NP_958931.1
H10078 NP_958929.1
H10079 NP_958930.1
H10080 NP_612352.1
H10081 NP_690619.1
H10082 NP_690620.1
H10083 NP_690621.1
H10084 NP_002812.2
H10085 NP_003122.1
H10086 NP_055904.1
H10087 NP_006434.1
H10088 NP_954653.1
H10089 NP_115927.1
H10090 NP_006663.2
H10091 NP_696961.2
H10092 NP_996805.2
H10093 NP_055160.2
H10094 NP_258261.2
H10095 NP_076421.2
H10096 NP_996262.1
H10097 NP_001139488.1
H10098 NP_001139489.1
H10099 NP_001139490.1
H10100 NP_542171.2
H10101 NP_001139491.1
H10102 NP_001139492.1
H10103 NP_001012992.1
H10104 NP_056203.2
H10105 NP_004866.1
H10106 NP_976035.1
H10107 NP_065801.1
H10108 NP_006493.1
H10109 NP_061969.3
H10110 NP_001003690.1
H10111 NP_055443.1
H10112 NP_001180270.1
H10113 NP_689945.2
H10114 NP_060605.1
H10115 NP_001180272.1
H10116 NP_001028928.1
H10117 NP_001020537.2
H10118 NP_003367.4
H10119 NP_001020538.2
H10120 NP_001020539.2
H10121 NP_001020541.2
H10122 NP_001165093.1
H10123 NP_001020540.2
H10124 NP_001165100.1
H10125 NP_001165094.1
H10126 NP_001165095.1
H10127 NP_001165096.1
H10128 NP_001165097.1
H10129 NP_001165099.1
H10130 NP_001165101.1
H10131 NP_001165098.1
H10132 NP_694978.2
H10133 NP_001165463.1
H10134 NP_115487.2
H10135 NP_060896.1
H10136 NP_008989.2
H10137 NP_004946.1
H10138 NP_001071642.1
H10139 NP_001071643.1
H10140 NP_001071644.1
H10141 NP_001071645.1
H10142 NP_031381.2
H10143 NP_835361.1
H10144 NP_004547.2
H10145 NP_001131032.1
H10146 NP_872345.2
H10147 NP_065796.1
H10148 NP_659463.1
H10149 NP_001244.1
H10150 XP_001725787.1
H10151 NP_003590.1
H10152 NP_852001.1
H10153 NP_001019801.3
H10154 NP_001015051.3
H10155 NP_004339.3
H10156 NP_001107558.1
H10157 NP_058625.2
H10158 NP_055751.1
H10159 NP_067547.1
H10160 NP_005813.2
H10161 NP_057677.2
H10162 NP_004268.3
H10163 NP_001010870.1
H10164 NP_001161831.1
H10165 NP_005075.3
H10166 NP_001161829.1
H10167 NP_001155907.1
H10168 NP_005579.2
H10169 NP_001091988.1
H10170 NP_056049.4
H10171 NP_722582.2
H10172 NP_079324.2
H10173 NP_055267.1
H10174 NP_036252.1
H10175 NP_722581.4
H10176 NP_722580.3
H10177 NP_859528.1
H10178 NP_001013754.3
H10179 NP_997382.2
H10180 NP_000246.2
H10181 NP_060602.2
H10182 NP_001010904.1
H10183 NP_001139124.1
H10184 NP_000315.2
H10185 NP_003287.1
H10186 NP_001135879.1
H10187 NP_001135880.1
H10188 NP_001135889.1
H10189 NP_001135907.1
H10190 NP_006052.2
H10191 NP_001177915.1
H10192 NP_620061.2
H10193 NP_001122.2
H10194 NP_733758.1
H10195 NP_001159950.1
H10196 NP_001032588.1
H10197 NP_001032818.1
H10198 NP_001032817.1
H10199 NP_001032586.1
H10200 NP_001032587.1
H10201 NP_758438.2
H10202 NP_003212.2
H10203 NP_619639.3
H10204 NP_733842.2
H10205 NP_002181.1
H10206 NP_443104.1
H10207 NP_002379.2
H10208 XP_001726008.3
H10209 NP_588608.1
H10210 NP_060570.2
H10211 NP_001165891.1
H10212 NP_036420.1
H10213 NP_054770.1
H10214 NP_000837.3
H10215 NP_665683.1
H10216 NP_714543.1
H10217 NP_000838.3
H10218 NP_001503.1
H10219 NP_055735.1
H10220 NP_057597.2
H10221 NP_258441.1
H10222 NP_036479.1
H10223 NP_258442.2
H10224 NP_003634.2
H10225 NP_068586.1
H10226 NP_001489.1
H10227 NP_001003760.2
H10228 NP_060684.4
H10229 NP_612636.2
H10230 NP_055279.3
H10231 NP_001010872.1
H10232 NP_001517.2
H10233 NP_997293.2
H10234 NP_001035865.1
H10235 NP_061909.2
H10236 NP_066551.1
H10237 NP_110447.2
H10238 NP_056363.2
H10239 NP_001714.1
H10240 XP_003118604.1
H10241 NP_689944.2
H10242 NP_065982.1
H10243 NP_001026794.1
H10244 NP_056370.2
H10245 XP_003118605.1
H10246 NP_004273.1
H10247 NP_057361.3
H10248 NP_899050.1
H10249 NP_000938.2
H10250 NP_001177635.1
H10251 NP_689901.2
H10252 NP_057655.2
H10253 NP_001137412.1
H10254 NP_003454.1
H10255 NP_055968.1
H10256 NP_001136272.1
H10257 NP_001136273.1
H10258 NP_938024.1
H10259 NP_001695.1
H10260 NP_060838.3
H10261 NP_001849.2
H10262 NP_001842.3
H10263 NP_511040.2
H10264 XP_003118600.1
H10265 NP_001099001.1
H10266 NP_065870.3
H10267 NP_001156001.1
H10268 NP_660310.2
H10269 NP_068759.2
H10270 NP_001037770.1
H10271 NP_542780.1
H10272 NP_078852.3
H10273 NP_055804.2
H10274 NP_001161879.1
H10275 NP_001161880.1
H10276 NP_001161882.1
H10277 NP_001161881.1
H10278 NP_001161883.1
H10279 NP_062816.2
H10280 NP_001153602.1
H10281 NP_001153604.1
H10282 NP_001153605.1
H10283 NP_001153606.1
H10284 XP_003118601.1
H10285 NP_001119535.1
H10286 NP_085045.3
H10287 NP_001020461.1
H10288 NP_001017361.1
H10289 NP_001073976.1
H10290 NP_061135.2
H10291 NP_612450.2
H10292 NP_036255.2
H10293 NP_598400.1
H10294 NP_001116698.1
H10295 NP_001393.1
H10296 NP_036566.1
H10297 NP_598000.2
H10298 NP_001153059.1
H10299 NP_001153060.1
H10300 NP_004361.3
H10301 NP_542376.2
H10302 NP_001856.2
H10303 NP_001137430.1
H10304 NP_060717.1
H10305 NP_056502.1
H10306 NP_056386.2
H10307 NP_001093879.1
H10308 NP_004990.3
H10309 NP_001554.2
H10310 NP_000854.1
H10311 NP_001010844.1
H10312 NP_060404.3
H10313 NP_004233.1
H10314 NP_620058.1
H10315 NP_859065.2
H10316 NP_001116241.1
H10317 NP_113657.1
H10318 NP_073563.1
H10319 NP_003309.2
H10320 NP_001160163.1
H10321 NP_898871.1
H10322 NP_000047.1
H10323 NP_060103.2
H10324 NP_056340.2
H10325 NP_006661.1
H10326 NP_001159864.1
H10327 NP_944602.1
H10328 NP_055833.2
H10329 NP_056414.1
H10330 NP_219479.2
H10331 NP_002386.1
H10332 NP_699193.2
H10333 NP_001163894.1
H10334 NP_055656.1
H10335 NP_001009994.1
H10336 NP_057314.2
H10337 NP_612418.2
H10338 NP_055710.2
H10339 NP_001073977.1
H10340 NP_002517.1
H10341 NP_065201.1
H10342 NP_722523.1
H10343 NP_001153148.1
H10344 NP_001153146.1
H10345 NP_001153149.1
H10346 NP_001153145.1
H10347 NP_006363.4
H10348 NP_001153147.1
H10349 NP_000856.1
H10350 NP_000726.1
H10351 NP_055836.1
H10352 NP_940970.1
H10353 NP_065158.3
H10354 NP_001035958.1
H10355 NP_001010868.2
H10356 NP_001026913.1
H10357 NP_006407.1
H10358 NP_001161870.1
H10359 NP_064716.2
H10360 NP_036513.2
H10361 NP_862820.1
H10362 NP_060534.1
H10363 NP_112222.1
H10364 NP_057167.2
H10365 NP_149421.2
H10366 NP_001153698.1
H10367 NP_001153730.1
H10368 NP_001153731.1
H10369 NP_001153732.1
H10370 NP_003791.3
H10371 XP_003118599.1
H10372 NP_006804.1
H10373 NP_542781.3
H10374 NP_001010853.1
H10375 NP_002033.2
H10376 NP_002034.2
H10377 NP_057105.2
H10378 NP_067067.1
H10379 NP_055757.2
H10380 NP_065199.1
H10381 NP_055426.1
H10382 NP_001131140.1
H10383 NP_036247.1
H10384 NP_001131139.1
H10385 NP_115991.1
H10386 NP_068585.1
H10387 NP_001164265.1
H10388 NP_003179.1
H10389 NP_663304.1
H10390 NP_663305.1
H10391 NP_663306.1
H10392 NP_004431.1
H10393 NP_078917.2
H10394 NP_006572.2
H10395 NP_056138.1
H10396 NP_065228.4
H10397 NP_001164278.1
H10398 NP_001137429.1
H10399 NP_110411.1
H10400 NP_054884.1
H10401 NP_443136.2
H10402 NP_940870.2
H10403 NP_005595.2
H10404 NP_036292.2
H10405 NP_115900.1
H10406 NP_059117.3
H10407 NP_116259.2
H10408 NP_056306.1
H10409 NP_001073950.1
H10410 NP_005181.2
H10411 NP_001013417.1
H10412 NP_067633.2
H10413 NP_115892.2
H10414 NP_001035269.1
H10415 NP_005059.2
H10416 NP_006819.2
H10417 NP_071374.1
H10418 NP_068775.1
H10419 NP_001159719.1
H10420 NP_786944.1
H10421 NP_065822.2
H10422 NP_001004317.1
H10423 NP_009004.2
H10424 NP_671488.1
H10425 NP_071756.2
H10426 NP_002717.3
H10427 NP_001189.2
H10428 NP_878911.1
H10429 NP_004840.1
H10430 NP_001615.1
H10431 NP_116119.2
H10432 NP_060762.3
H10433 NP_001135942.1
H10434 NP_057571.1
H10435 NP_001135940.1
H10436 NP_001073919.1
H10437 NP_065114.3
H10438 NP_060483.3
H10439 NP_932347.2
H10440 NP_009145.1
H10441 NP_054747.2
H10442 NP_003260.1
H10443 NP_690040.1
H10444 NP_003786.1
H10445 NP_660358.2
H10446 NP_001446.1
H10447 NP_963853.1
H10448 XP_003118953.1
H10449 NP_115507.4
H10450 XP_003118954.1
H10451 NP_055269.1
H10452 NP_001077004.1
H10453 NP_776191.1
H10454 XP_001722448.1
H10455 XP_003118956.1
H10456 XP_003118955.1
H10457 XP_003118957.1
H10458 NP_001135875.1
H10459 NP_001135876.1
H10460 NP_006007.2
H10461 NP_001135873.1
H10462 NP_001135874.1
H10463 NP_775943.1
H10464 NP_001104768.2
H10465 NP_003071.2
H10466 NP_073602.3
H10467 NP_001152763.1
H10468 NP_055612.2
H10469 NP_001157785.1
H10470 NP_001138600.2
H10471 NP_659462.1
H10472 NP_055660.1
H10473 NP_005275.1
H10474 NP_003922.1
H10475 NP_001020105.1
H10476 NP_001020106.1
H10477 NP_001020107.1
H10478 NP_056975.1
H10479 NP_001116836.1
H10480 NP_003640.2
H10481 NP_004023.2
H10482 NP_149116.2
H10483 NP_055891.1
H10484 NP_001625.2
H10485 NP_001028231.1
H10486 NP_612417.1
H10487 NP_115570.1
H10488 NP_061063.2
H10489 NP_699200.2
H10490 NP_002903.3
H10491 NP_679211.2
H10492 NP_001157753.1
H10493 NP_001157754.1
H10494 NP_001157755.1
H10495 NP_002028.1
H10496 NP_694592.1
H10497 NP_694593.1
H10498 NP_937882.1
H10499 NP_003871.1
H10500 NP_057346.1
H10501 NP_001028736.1
H10502 NP_002281.2
H10503 NP_001098676.1
H10504 NP_001098677.1
H10505 NP_001098678.1
H10506 NP_001098679.1
H10507 NP_001013756.2
H10508 NP_002347.5
H10509 NP_001518.3
H10510 NP_705840.2
H10511 NP_002022.1
H10512 NP_689942.2
H10513 NP_000484.2
H10514 NP_067680.3
H10515 NP_003300.1
H10516 NP_001074445.1
H10517 NP_037484.1
H10518 NP_001010919.1
H10519 NP_001132916.1
H10520 NP_714922.1
H10521 NP_694581.1
H10522 NP_057036.2
H10523 NP_057188.2
H10524 NP_001007465.1
H10525 NP_001010892.1
H10526 NP_001155136.1
H10527 NP_659499.2
H10528 NP_002260.2
H10529 NP_001078949.1
H10530 NP_683766.2
H10531 NP_775831.2
H10532 NP_703154.1
H10533 NP_872586.1
H10534 NP_002935.2
H10535 NP_775945.1
H10536 NP_065132.1
H10537 NP_001017408.1
H10538 NP_612468.1
H10539 NP_001025029.2
H10540 NP_001171506.1
H10541 NP_001035940.1
H10542 NP_996804.2
H10543 NP_002658.1
H10544 XP_003118945.1
H10545 NP_054753.1
H10546 NP_694987.1
H10547 NP_078857.5
H10548 NP_001093881.1
H10549 NP_005898.2
H10550 NP_689943.4
H10551 NP_000156.1
H10552 NP_004497.1
H10553 NP_001129036.1
H10554 NP_065806.1
H10555 NP_115860.1
H10556 NP_861459.1
H10557 NP_861460.1
H10558 NP_001437.1
H10559 NP_006705.1
H10560 NP_001010852.2
H10561 NP_006064.2
H10562 NP_699186.2
H10563 NP_001035304.1
H10564 NP_689766.1
H10565 NP_003278.1
H10566 NP_001003396.1
H10567 NP_001003397.1
H10568 NP_001003395.1
H10569 NP_057147.2
H10570 NP_036391.1
H10571 NP_861447.3
H10572 NP_001116314.1
H10573 NP_612638.3
H10574 NP_001026882.2
H10575 NP_001012525.1
H10576 NP_116173.2
H10577 NP_112225.2
H10578 NP_001132982.1
H10579 NP_001002030.1
H10580 NP_001099014.1
H10581 NP_060949.2
H10582 NP_001099015.1
H10583 NP_055517.3
H10584 NP_001012279.1
H10585 NP_001010905.1
H10586 NP_001010923.1
H10587 NP_001158157.1
H10588 NP_001158159.1
H10589 NP_002835.2
H10590 NP_001129120.1
H10591 NP_000417.2
H10592 NP_001073291.1
H10593 NP_277050.2
H10594 NP_001010876.1
H10595 NP_115814.1
H10596 NP_001007103.1
H10597 NP_001017373.2
H10598 NP_689765.2
H10599 NP_443145.1
H10600 NP_001422.1
H10601 NP_001129026.1
H10602 NP_001129027.1
H10603 NP_057461.1
H10604 NP_619539.1
H10605 NP_004833.1
H10606 NP_000036.2
H10607 NP_057063.2
H10608 NP_004821.2
H10609 NP_005012.2
H10610 NP_112170.1
H10611 NP_001139131.1
H10612 NP_006199.2
H10613 NP_001892.1
H10614 NP_056344.2
H10615 NP_003560.2
H10616 NP_778227.3
H10617 NP_444508.1
H10618 NP_778237.1
H10619 NP_003958.2
H10620 NP_001028252.1
H10621 NP_055441.2
H10622 NP_612200.1
H10623 NP_004657.2
H10624 NP_004656.2
H10625 NP_511043.1
H10626 NP_439896.1
H10627 NP_001007.2
H10628 NP_004091.3
H10629 NP_742101.2
H10630 NP_742103.1
H10631 NP_938206.1
H10632 NP_003197.2
H10633 NP_004856.1
H10634 NP_660159.1
H10635 NP_001137148.1
H10636 NP_001137149.1
H10637 NP_001137150.1
H10638 NP_005618.2
H10639 NP_001180409.1
H10640 NP_072090.1
H10641 NP_739577.1
H10642 NP_006611.1
H10643 NP_001138630.1
H10644 NP_001138679.1
H10645 NP_001123644.1
H10646 NP_001123645.1
H10647 NP_001155128.1
H10648 NP_001155129.1
H10649 NP_001155130.1
H10650 NP_001155131.1
H10651 NP_001155132.1
H10652 NP_005366.2
H10653 NP_060121.3
H10654 NP_001128302.1
H10655 NP_001128303.1
H10656 NP_001128304.1
H10657 NP_061818.1
H10658 NP_612428.2
H10659 NP_001092756.1
H10660 NP_001070908.1
H10661 NP_055554.1
H10662 NP_001070909.1
H10663 NP_003971.1
H10664 NP_005914.1
H10665 NP_000279.1
H10666 NP_001008783.1
H10667 NP_055247.2
H10668 NP_851826.1
H10669 NP_443194.1
H10670 NP_851827.1
H10671 NP_000407.1
H10672 NP_786923.1
H10673 XP_003118946.1
H10674 NP_006281.1
H10675 NP_071404.2
H10676 NP_065073.3
H10677 NP_067648.1
H10678 NP_055135.1
H10679 NP_065197.1
H10680 NP_001137532.1
H10681 NP_056254.1
H10682 NP_001071174.1
H10683 NP_001181966.1
H10684 NP_114128.3
H10685 NP_001122089.1
H10686 NP_067066.1
H10687 NP_057301.1
H10688 NP_694967.3
H10689 NP_001161860.1
H10690 NP_001161861.1
H10691 NP_006070.2
H10692 NP_002502.2
H10693 NP_057569.2
H10694 NP_001027567.1
H10695 NP_940971.1
H10696 NP_001027566.1
H10697 NP_065188.4
H10698 NP_006725.3
H10699 NP_057192.2
H10700 NP_872309.2
H10701 NP_003621.1
H10702 NP_114409.2
H10703 NP_001093636.1
H10704 NP_055536.2
H10705 NP_001093634.1
H10706 NP_001093635.1
H10707 NP_116249.2
H10708 NP_001013645.1
H10709 NP_006709.2
H10710 NP_001074420.1
H10711 NP_001074421.1
H10712 NP_001074422.1
H10713 NP_001074423.1
H10714 NP_002647.2
H10715 NP_001074424.1
H10716 NP_001074425.1
H10717 NP_112577.1
H10718 NP_003755.2
H10719 NP_009055.2
H10720 NP_001018051.1
H10721 NP_005661.1
H10722 XP_002342694.1
H10723 NP_115521.3
H10724 NP_775105.1
H10725 NP_001036148.2
H10726 NP_000829.2
H10727 NP_001107801.1
H10728 NP_006825.1
H10729 NP_078970.3
H10730 NP_640337.3
H10731 NP_001121187.1
H10732 NP_001025231.1
H10733 NP_056093.3
H10734 NP_005706.1
H10735 NP_055908.1
H10736 NP_001002255.1
H10737 NP_997243.2
H10738 NP_624311.1
H10739 NP_620140.1
H10740 NP_008975.1
H10741 NP_004681.1
H10742 NP_942590.1
H10743 NP_005380.2
H10744 NP_116221.3
H10745 NP_631904.1
H10746 NP_001001788.2
H10747 NP_079493.1
H10748 NP_079494.1
H10749 NP_570970.2
H10750 NP_078794.1
H10751 NP_112211.1
H10752 NP_981932.1
H10753 NP_001158166.1
H10754 NP_001158167.1
H10755 NP_001025055.1
H10756 NP_056255.2
H10757 NP_005091.2
H10758 NP_653080.1
H10759 NP_065912.1
H10760 NP_060379.2
H10761 NP_078849.1
H10762 NP_079335.2
H10763 NP_000116.2
H10764 NP_001116212.1
H10765 NP_001116213.1
H10766 NP_001116214.1
H10767 NP_149062.1
H10768 NP_892006.2
H10769 NP_056108.2
H10770 NP_598411.2
H10771 NP_079383.2
H10772 NP_003372.1
H10773 NP_919416.1
H10774 NP_036309.1
H10775 NP_001135994.1
H10776 NP_061914.3
H10777 NP_001107656.1
H10778 NP_036551.3
H10779 NP_001138753.1
H10780 NP_001138751.1
H10781 NP_001008503.2
H10782 NP_000905.3
H10783 NP_001138754.1
H10784 NP_001138755.1
H10785 NP_001138756.1
H10786 NP_001138757.1
H10787 NP_001138758.1
H10788 NP_001008505.2
H10789 NP_001008504.2
H10790 NP_001138752.1
H10791 NP_001138759.1
H10792 NP_001124171.1
H10793 NP_001124172.1
H10794 NP_056368.1
H10795 NP_775786.2
H10796 NP_055707.3
H10797 NP_036586.2
H10798 NP_001010927.1
H10799 NP_057104.2
H10800 NP_001001346.1
H10801 NP_056533.1
H10802 NP_059989.2
H10803 NP_065783.3
H10804 NP_060922.2
H10805 NP_078906.2
H10806 NP_714968.1
H10807 NP_057308.1
H10808 NP_003889.1
H10809 NP_001171559.1
H10810 NP_116250.3
H10811 NP_997001.1
H10812 NP_064630.2
H10813 NP_001007467.1
H10814 NP_065874.1
H10815 XP_003118947.1
H10816 NP_006510.1
H10817 NP_001009991.2
H10818 NP_003370.2
H10819 NP_001104547.1
H10820 NP_001181961.1
H10821 NP_114130.3
H10822 NP_473455.2
H10823 NP_687034.1
H10824 NP_620165.1
H10825 NP_115921.2
H10826 NP_000627.2
H10827 NP_001019636.1
H10828 NP_001019637.1
H10829 NP_004897.2
H10830 NP_690596.1
H10831 NP_690597.1
H10832 NP_005882.2
H10833 NP_110379.2
H10834 NP_001008897.1
H10835 NP_054880.2
H10836 NP_775787.1
H10837 NP_002368.1
H10838 NP_000867.2
H10839 NP_003048.1
H10840 NP_694857.1
H10841 NP_003049.2
H10842 NP_068812.1
H10843 NP_005568.2
H10844 NP_000292.1
H10845 NP_001161810.1
H10846 NP_006715.2
H10847 NP_005913.2
H10848 NP_064518.1
H10849 NP_004553.2
H10850 NP_054642.2
H10851 NP_054643.2
H10852 NP_001073847.1
H10853 NP_689623.2
H10854 NP_001073848.1
H10855 NP_006766.1
H10856 NP_996735.1
H10857 NP_996736.1
H10858 NP_996737.1
H10859 XP_001127163.1
H10860 NP_659417.2
H10861 NP_001124162.1
H10862 NP_006652.1
H10863 XP_003118948.1
H10864 NP_003172.1
H10865 NP_787118.2
H10866 NP_660152.1
H10867 NP_057182.1
H10868 NP_001006933.1
H10869 NP_066958.2
H10870 NP_003721.2
H10871 NP_008976.1
H10872 NP_919410.1
H10873 NP_113597.2
H10874 NP_004358.2
H10875 NP_005290.2
H10876 NP_001138593.1
H10877 NP_001137419.1
H10878 NP_061847.2
H10879 NP_114155.4
H10880 NP_004601.3
H10881 NP_001035089.1
H10882 XP_003118949.1
H10883 XP_003118951.1
H10884 XP_003118950.1
H10885 NP_001123367.1
H10886 XP_003118952.1
H10887 NP_085118.2
H10888 NP_005346.3
H10889 NP_079195.3
H10890 NP_001116313.1
H10891 NP_999627.2
H10892 NP_071421.1
H10893 NP_001159884.1
H10894 NP_003238.2
H10895 NP_872358.3
H10896 NP_001025034.1
H10897 NP_060758.2
H10898 NP_579866.2
H10899 NP_777570.1
H10900 NP_060811.1
H10901 NP_005609.3
H10902 NP_115824.1
H10903 NP_002784.1
H10904 NP_003185.1
H10905 NP_001165556.1
H10906 NP_002589.2
H10907 NP_659005.1
H10908 XP_001715183.2
H10909 NP_064608.2
H10910 NP_148983.1
H10911 XP_003118616.1
H10912 NP_002598.4
H10913 NP_002726.1
H10914 NP_001158230.1
H10915 NP_001158231.1
H10916 NP_001158232.1
H10917 NP_001158234.1
H10918 NP_001158233.1
H10919 NP_060272.3
H10920 NP_001165416.1
H10921 NP_001124437.1
H10922 NP_001165415.1
H10923 NP_001165417.1
H10924 NP_079430.3
H10925 NP_057033.2
H10926 NP_006860.1
H10927 NP_001026788.1
H10928 NP_060251.2
H10929 NP_115726.1
H10930 NP_001127867.1
H10931 NP_001127868.1
H10932 NP_612454.1
H10933 NP_001091671.1
H10934 NP_001496.1
H10935 NP_001035055.1
H10936 NP_872297.2
H10937 NP_001073930.1
H10938 NP_891554.1
H10939 NP_001073922.2
H10940 NP_002351.1
H10941 NP_001091089.1
H10942 NP_115678.1
H10943 NP_001127812.1
H10944 NP_001122108.1
H10945 NP_003541.2
H10946 NP_001013858.1
H10947 NP_001013859.1
H10948 NP_037525.1
H10949 NP_945187.1
H10950 NP_945190.1
H10951 NP_945192.1
H10952 NP_002443.3
H10953 NP_945186.1
H10954 NP_945188.1
H10955 NP_945191.1
H10956 NP_037453.1
H10957 NP_001032360.1
